molecule_chembl_id,canonical_smiles,pchembl_value,assay_description,Receptor,assay_chembl_id,document_chembl_id
CHEMBL4106677,Cc1ccc(C(Nc2c(Nc3cccc(C(=O)N(C)C)c3O)c(=O)c2=O)[C@H]2CCCO2)o1,6.75,"In Vitro Affinity Assay: The in vitro affinity of the compounds of the present invention for the CXCR1 and CXCR2 receptors was determined on a functional test of the β-arrestin recruitment after receptor activation type.It was demonstrated that the activation by CXCL8 of the CXCR2 receptor in cells of the PathHunter HEK293-CXCR2 line or of the CXCR1 receptor in cells of the U2OS h CXCR1 β-arrestin line results in the recruitment of β-arrestin (Richardson, R. M., R. J. Marjoram, L. S. Barak, R. Snyderman. 2003. Role of the cytoplasmic tails of CXCR1 and CXCR2 in mediating leukocyte migration, activation, and regulation. J. Immunol. 170: 2904-2911).In order to evaluate the direct interaction of the CXCR2 or CXCR1 receptor with β-arrestin 2, a β-arrestin 2 recruitment test for CXCR2 or CXCR1 based on β-galactosidase enzyme complementation (Olson K R, Eglen R M. Beta galactosidase complementation: a cell-based luminescent assay platform for drug discovery. Assay Drug Dev Technol. 2007 February; 5(1); 137-44), as established by DiscoveRx Corporation was used. The stimulation of these two cell lines with CXCL8 (10 nM) induces β-arrestin 2 recruitment, as indicated by a significant increase in the induction factor. All the CXCR2 antagonists were tested in a dose-dependent manner and the concentration corresponding to 50% inhibition of the response was determined (IC50=half inhibition concentration).",CXCR2,CHEMBL5731469,CHEMBL5725784
CHEMBL3934321,Cc1ccc(C(Nc2c(Nc3cccc(C(=O)N(C)C)c3O)c(=O)c2=O)[C@@H]2CCCO2)o1,7.08,"In Vitro Affinity Assay: The in vitro affinity of the compounds of the present invention for the CXCR1 and CXCR2 receptors was determined on a functional test of the β-arrestin recruitment after receptor activation type.It was demonstrated that the activation by CXCL8 of the CXCR2 receptor in cells of the PathHunter HEK293-CXCR2 line or of the CXCR1 receptor in cells of the U2OS h CXCR1 β-arrestin line results in the recruitment of β-arrestin (Richardson, R. M., R. J. Marjoram, L. S. Barak, R. Snyderman. 2003. Role of the cytoplasmic tails of CXCR1 and CXCR2 in mediating leukocyte migration, activation, and regulation. J. Immunol. 170: 2904-2911).In order to evaluate the direct interaction of the CXCR2 or CXCR1 receptor with β-arrestin 2, a β-arrestin 2 recruitment test for CXCR2 or CXCR1 based on β-galactosidase enzyme complementation (Olson K R, Eglen R M. Beta galactosidase complementation: a cell-based luminescent assay platform for drug discovery. Assay Drug Dev Technol. 2007 February; 5(1); 137-44), as established by DiscoveRx Corporation was used. The stimulation of these two cell lines with CXCL8 (10 nM) induces β-arrestin 2 recruitment, as indicated by a significant increase in the induction factor. All the CXCR2 antagonists were tested in a dose-dependent manner and the concentration corresponding to 50% inhibition of the response was determined (IC50=half inhibition concentration).",CXCR2,CHEMBL5731469,CHEMBL5725784
CHEMBL3980279,CN(C)C(=O)c1cccc(Nc2c(NC(c3ccccc3)C3CCCO3)c(=O)c2=O)c1O,6.77,"In Vitro Affinity Assay: The in vitro affinity of the compounds of the present invention for the CXCR1 and CXCR2 receptors was determined on a functional test of the β-arrestin recruitment after receptor activation type.It was demonstrated that the activation by CXCL8 of the CXCR2 receptor in cells of the PathHunter HEK293-CXCR2 line or of the CXCR1 receptor in cells of the U2OS h CXCR1 β-arrestin line results in the recruitment of β-arrestin (Richardson, R. M., R. J. Marjoram, L. S. Barak, R. Snyderman. 2003. Role of the cytoplasmic tails of CXCR1 and CXCR2 in mediating leukocyte migration, activation, and regulation. J. Immunol. 170: 2904-2911).In order to evaluate the direct interaction of the CXCR2 or CXCR1 receptor with β-arrestin 2, a β-arrestin 2 recruitment test for CXCR2 or CXCR1 based on β-galactosidase enzyme complementation (Olson K R, Eglen R M. Beta galactosidase complementation: a cell-based luminescent assay platform for drug discovery. Assay Drug Dev Technol. 2007 February; 5(1); 137-44), as established by DiscoveRx Corporation was used. The stimulation of these two cell lines with CXCL8 (10 nM) induces β-arrestin 2 recruitment, as indicated by a significant increase in the induction factor. All the CXCR2 antagonists were tested in a dose-dependent manner and the concentration corresponding to 50% inhibition of the response was determined (IC50=half inhibition concentration).",CXCR2,CHEMBL5731469,CHEMBL5725784
CHEMBL3956663,Cc1ccc(C(Nc2c(Nc3cccc(C(=O)N(C)C)c3O)c(=O)c2=O)[C@@H]2COC(C)(C)O2)o1,5.9,"In Vitro Affinity Assay: The in vitro affinity of the compounds of the present invention for the CXCR1 and CXCR2 receptors was determined on a functional test of the β-arrestin recruitment after receptor activation type.It was demonstrated that the activation by CXCL8 of the CXCR2 receptor in cells of the PathHunter HEK293-CXCR2 line or of the CXCR1 receptor in cells of the U2OS h CXCR1 β-arrestin line results in the recruitment of β-arrestin (Richardson, R. M., R. J. Marjoram, L. S. Barak, R. Snyderman. 2003. Role of the cytoplasmic tails of CXCR1 and CXCR2 in mediating leukocyte migration, activation, and regulation. J. Immunol. 170: 2904-2911).In order to evaluate the direct interaction of the CXCR2 or CXCR1 receptor with β-arrestin 2, a β-arrestin 2 recruitment test for CXCR2 or CXCR1 based on β-galactosidase enzyme complementation (Olson K R, Eglen R M. Beta galactosidase complementation: a cell-based luminescent assay platform for drug discovery. Assay Drug Dev Technol. 2007 February; 5(1); 137-44), as established by DiscoveRx Corporation was used. The stimulation of these two cell lines with CXCL8 (10 nM) induces β-arrestin 2 recruitment, as indicated by a significant increase in the induction factor. All the CXCR2 antagonists were tested in a dose-dependent manner and the concentration corresponding to 50% inhibition of the response was determined (IC50=half inhibition concentration).",CXCR2,CHEMBL5731469,CHEMBL5725784
CHEMBL3956663,Cc1ccc(C(Nc2c(Nc3cccc(C(=O)N(C)C)c3O)c(=O)c2=O)[C@@H]2COC(C)(C)O2)o1,5.0,"In Vitro Affinity Assay: The in vitro affinity of the compounds of the present invention for the CXCR1 and CXCR2 receptors was determined on a functional test of the β-arrestin recruitment after receptor activation type.It was demonstrated that the activation by CXCL8 of the CXCR2 receptor in cells of the PathHunter HEK293-CXCR2 line or of the CXCR1 receptor in cells of the U2OS h CXCR1 β-arrestin line results in the recruitment of β-arrestin (Richardson, R. M., R. J. Marjoram, L. S. Barak, R. Snyderman. 2003. Role of the cytoplasmic tails of CXCR1 and CXCR2 in mediating leukocyte migration, activation, and regulation. J. Immunol. 170: 2904-2911).In order to evaluate the direct interaction of the CXCR2 or CXCR1 receptor with β-arrestin 2, a β-arrestin 2 recruitment test for CXCR2 or CXCR1 based on β-galactosidase enzyme complementation (Olson K R, Eglen R M. Beta galactosidase complementation: a cell-based luminescent assay platform for drug discovery. Assay Drug Dev Technol. 2007 February; 5(1); 137-44), as established by DiscoveRx Corporation was used. The stimulation of these two cell lines with CXCL8 (10 nM) induces β-arrestin 2 recruitment, as indicated by a significant increase in the induction factor. All the CXCR2 antagonists were tested in a dose-dependent manner and the concentration corresponding to 50% inhibition of the response was determined (IC50=half inhibition concentration).",CXCR2,CHEMBL5731469,CHEMBL5725784
CHEMBL3963336,COC(=O)[C@@H]1CCCN1C(=O)c1cccc(Nc2c(NC(c3ccc(C)o3)C3CCCS3)c(=O)c2=O)c1F,6.53,"In Vitro Affinity Assay: The in vitro affinity of the compounds of the present invention for the CXCR1 and CXCR2 receptors was determined on a functional test of the β-arrestin recruitment after receptor activation type.It was demonstrated that the activation by CXCL8 of the CXCR2 receptor in cells of the PathHunter HEK293-CXCR2 line or of the CXCR1 receptor in cells of the U2OS h CXCR1 β-arrestin line results in the recruitment of β-arrestin (Richardson, R. M., R. J. Marjoram, L. S. Barak, R. Snyderman. 2003. Role of the cytoplasmic tails of CXCR1 and CXCR2 in mediating leukocyte migration, activation, and regulation. J. Immunol. 170: 2904-2911).In order to evaluate the direct interaction of the CXCR2 or CXCR1 receptor with β-arrestin 2, a β-arrestin 2 recruitment test for CXCR2 or CXCR1 based on β-galactosidase enzyme complementation (Olson K R, Eglen R M. Beta galactosidase complementation: a cell-based luminescent assay platform for drug discovery. Assay Drug Dev Technol. 2007 February; 5(1); 137-44), as established by DiscoveRx Corporation was used. The stimulation of these two cell lines with CXCL8 (10 nM) induces β-arrestin 2 recruitment, as indicated by a significant increase in the induction factor. All the CXCR2 antagonists were tested in a dose-dependent manner and the concentration corresponding to 50% inhibition of the response was determined (IC50=half inhibition concentration).",CXCR2,CHEMBL5731469,CHEMBL5725784
CHEMBL3947915,Cc1ccc(C(Nc2c(Nc3cccnc3O)c(=O)c2=O)C2CCCS2)o1,7.64,"In Vitro Affinity Assay: The in vitro affinity of the compounds of the present invention for the CXCR1 and CXCR2 receptors was determined on a functional test of the β-arrestin recruitment after receptor activation type.It was demonstrated that the activation by CXCL8 of the CXCR2 receptor in cells of the PathHunter HEK293-CXCR2 line or of the CXCR1 receptor in cells of the U2OS h CXCR1 β-arrestin line results in the recruitment of β-arrestin (Richardson, R. M., R. J. Marjoram, L. S. Barak, R. Snyderman. 2003. Role of the cytoplasmic tails of CXCR1 and CXCR2 in mediating leukocyte migration, activation, and regulation. J. Immunol. 170: 2904-2911).In order to evaluate the direct interaction of the CXCR2 or CXCR1 receptor with β-arrestin 2, a β-arrestin 2 recruitment test for CXCR2 or CXCR1 based on β-galactosidase enzyme complementation (Olson K R, Eglen R M. Beta galactosidase complementation: a cell-based luminescent assay platform for drug discovery. Assay Drug Dev Technol. 2007 February; 5(1); 137-44), as established by DiscoveRx Corporation was used. The stimulation of these two cell lines with CXCL8 (10 nM) induces β-arrestin 2 recruitment, as indicated by a significant increase in the induction factor. All the CXCR2 antagonists were tested in a dose-dependent manner and the concentration corresponding to 50% inhibition of the response was determined (IC50=half inhibition concentration).",CXCR2,CHEMBL5731469,CHEMBL5725784
CHEMBL5920779,Cc1ccc(C(Nc2c(Nc3cccn(C)c3=O)c(=O)c2=O)C2CCCS2)o1,7.36,"In Vitro Affinity Assay: The in vitro affinity of the compounds of the present invention for the CXCR1 and CXCR2 receptors was determined on a functional test of the β-arrestin recruitment after receptor activation type.It was demonstrated that the activation by CXCL8 of the CXCR2 receptor in cells of the PathHunter HEK293-CXCR2 line or of the CXCR1 receptor in cells of the U2OS h CXCR1 β-arrestin line results in the recruitment of β-arrestin (Richardson, R. M., R. J. Marjoram, L. S. Barak, R. Snyderman. 2003. Role of the cytoplasmic tails of CXCR1 and CXCR2 in mediating leukocyte migration, activation, and regulation. J. Immunol. 170: 2904-2911).In order to evaluate the direct interaction of the CXCR2 or CXCR1 receptor with β-arrestin 2, a β-arrestin 2 recruitment test for CXCR2 or CXCR1 based on β-galactosidase enzyme complementation (Olson K R, Eglen R M. Beta galactosidase complementation: a cell-based luminescent assay platform for drug discovery. Assay Drug Dev Technol. 2007 February; 5(1); 137-44), as established by DiscoveRx Corporation was used. The stimulation of these two cell lines with CXCL8 (10 nM) induces β-arrestin 2 recruitment, as indicated by a significant increase in the induction factor. All the CXCR2 antagonists were tested in a dose-dependent manner and the concentration corresponding to 50% inhibition of the response was determined (IC50=half inhibition concentration).",CXCR2,CHEMBL5731469,CHEMBL5725784
CHEMBL3909470,Cc1ccc([C@H](Nc2c(Nc3cccc(C(=O)N(C)CC(F)(F)F)c3O)c(=O)c2=O)C2CCCS2)o1,7.82,"In Vitro Affinity Assay: The in vitro affinity of the compounds of the present invention for the CXCR1 and CXCR2 receptors was determined on a functional test of the β-arrestin recruitment after receptor activation type.It was demonstrated that the activation by CXCL8 of the CXCR2 receptor in cells of the PathHunter HEK293-CXCR2 line or of the CXCR1 receptor in cells of the U2OS h CXCR1 β-arrestin line results in the recruitment of β-arrestin (Richardson, R. M., R. J. Marjoram, L. S. Barak, R. Snyderman. 2003. Role of the cytoplasmic tails of CXCR1 and CXCR2 in mediating leukocyte migration, activation, and regulation. J. Immunol. 170: 2904-2911).In order to evaluate the direct interaction of the CXCR2 or CXCR1 receptor with β-arrestin 2, a β-arrestin 2 recruitment test for CXCR2 or CXCR1 based on β-galactosidase enzyme complementation (Olson K R, Eglen R M. Beta galactosidase complementation: a cell-based luminescent assay platform for drug discovery. Assay Drug Dev Technol. 2007 February; 5(1); 137-44), as established by DiscoveRx Corporation was used. The stimulation of these two cell lines with CXCL8 (10 nM) induces β-arrestin 2 recruitment, as indicated by a significant increase in the induction factor. All the CXCR2 antagonists were tested in a dose-dependent manner and the concentration corresponding to 50% inhibition of the response was determined (IC50=half inhibition concentration).",CXCR2,CHEMBL5731469,CHEMBL5725784
CHEMBL3904195,COC(=O)CN(C)C(=O)c1cccc(Nc2c(N[C@@H](c3ccc(C)o3)C3CCCS3)c(=O)c2=O)c1O,7.7,"In Vitro Affinity Assay: The in vitro affinity of the compounds of the present invention for the CXCR1 and CXCR2 receptors was determined on a functional test of the β-arrestin recruitment after receptor activation type.It was demonstrated that the activation by CXCL8 of the CXCR2 receptor in cells of the PathHunter HEK293-CXCR2 line or of the CXCR1 receptor in cells of the U2OS h CXCR1 β-arrestin line results in the recruitment of β-arrestin (Richardson, R. M., R. J. Marjoram, L. S. Barak, R. Snyderman. 2003. Role of the cytoplasmic tails of CXCR1 and CXCR2 in mediating leukocyte migration, activation, and regulation. J. Immunol. 170: 2904-2911).In order to evaluate the direct interaction of the CXCR2 or CXCR1 receptor with β-arrestin 2, a β-arrestin 2 recruitment test for CXCR2 or CXCR1 based on β-galactosidase enzyme complementation (Olson K R, Eglen R M. Beta galactosidase complementation: a cell-based luminescent assay platform for drug discovery. Assay Drug Dev Technol. 2007 February; 5(1); 137-44), as established by DiscoveRx Corporation was used. The stimulation of these two cell lines with CXCL8 (10 nM) induces β-arrestin 2 recruitment, as indicated by a significant increase in the induction factor. All the CXCR2 antagonists were tested in a dose-dependent manner and the concentration corresponding to 50% inhibition of the response was determined (IC50=half inhibition concentration).",CXCR2,CHEMBL5731469,CHEMBL5725784
CHEMBL3901913,COC(=O)[C@H]1CCCN1C(=O)c1cccc(Nc2c(NC(c3ccc(C)o3)C3CCCS3)c(=O)c2=O)c1O,7.68,"In Vitro Affinity Assay: The in vitro affinity of the compounds of the present invention for the CXCR1 and CXCR2 receptors was determined on a functional test of the β-arrestin recruitment after receptor activation type.It was demonstrated that the activation by CXCL8 of the CXCR2 receptor in cells of the PathHunter HEK293-CXCR2 line or of the CXCR1 receptor in cells of the U2OS h CXCR1 β-arrestin line results in the recruitment of β-arrestin (Richardson, R. M., R. J. Marjoram, L. S. Barak, R. Snyderman. 2003. Role of the cytoplasmic tails of CXCR1 and CXCR2 in mediating leukocyte migration, activation, and regulation. J. Immunol. 170: 2904-2911).In order to evaluate the direct interaction of the CXCR2 or CXCR1 receptor with β-arrestin 2, a β-arrestin 2 recruitment test for CXCR2 or CXCR1 based on β-galactosidase enzyme complementation (Olson K R, Eglen R M. Beta galactosidase complementation: a cell-based luminescent assay platform for drug discovery. Assay Drug Dev Technol. 2007 February; 5(1); 137-44), as established by DiscoveRx Corporation was used. The stimulation of these two cell lines with CXCL8 (10 nM) induces β-arrestin 2 recruitment, as indicated by a significant increase in the induction factor. All the CXCR2 antagonists were tested in a dose-dependent manner and the concentration corresponding to 50% inhibition of the response was determined (IC50=half inhibition concentration).",CXCR2,CHEMBL5731469,CHEMBL5725784
CHEMBL3956601,Cc1ccc(C(Nc2c(Nc3ccc(Cl)c(C(=O)N(C)C)c3O)c(=O)c2=O)C2CCCS2)o1,7.16,"In Vitro Affinity Assay: The in vitro affinity of the compounds of the present invention for the CXCR1 and CXCR2 receptors was determined on a functional test of the β-arrestin recruitment after receptor activation type.It was demonstrated that the activation by CXCL8 of the CXCR2 receptor in cells of the PathHunter HEK293-CXCR2 line or of the CXCR1 receptor in cells of the U2OS h CXCR1 β-arrestin line results in the recruitment of β-arrestin (Richardson, R. M., R. J. Marjoram, L. S. Barak, R. Snyderman. 2003. Role of the cytoplasmic tails of CXCR1 and CXCR2 in mediating leukocyte migration, activation, and regulation. J. Immunol. 170: 2904-2911).In order to evaluate the direct interaction of the CXCR2 or CXCR1 receptor with β-arrestin 2, a β-arrestin 2 recruitment test for CXCR2 or CXCR1 based on β-galactosidase enzyme complementation (Olson K R, Eglen R M. Beta galactosidase complementation: a cell-based luminescent assay platform for drug discovery. Assay Drug Dev Technol. 2007 February; 5(1); 137-44), as established by DiscoveRx Corporation was used. The stimulation of these two cell lines with CXCL8 (10 nM) induces β-arrestin 2 recruitment, as indicated by a significant increase in the induction factor. All the CXCR2 antagonists were tested in a dose-dependent manner and the concentration corresponding to 50% inhibition of the response was determined (IC50=half inhibition concentration).",CXCR2,CHEMBL5731469,CHEMBL5725784
CHEMBL3952996,Cc1ccc(C(Nc2c(Nc3ccc(Cl)c(S(=O)(=O)N4CCN(C)CC4)c3O)c(=O)c2=O)C2CCCS2)o1,7.77,"In Vitro Affinity Assay: The in vitro affinity of the compounds of the present invention for the CXCR1 and CXCR2 receptors was determined on a functional test of the β-arrestin recruitment after receptor activation type.It was demonstrated that the activation by CXCL8 of the CXCR2 receptor in cells of the PathHunter HEK293-CXCR2 line or of the CXCR1 receptor in cells of the U2OS h CXCR1 β-arrestin line results in the recruitment of β-arrestin (Richardson, R. M., R. J. Marjoram, L. S. Barak, R. Snyderman. 2003. Role of the cytoplasmic tails of CXCR1 and CXCR2 in mediating leukocyte migration, activation, and regulation. J. Immunol. 170: 2904-2911).In order to evaluate the direct interaction of the CXCR2 or CXCR1 receptor with β-arrestin 2, a β-arrestin 2 recruitment test for CXCR2 or CXCR1 based on β-galactosidase enzyme complementation (Olson K R, Eglen R M. Beta galactosidase complementation: a cell-based luminescent assay platform for drug discovery. Assay Drug Dev Technol. 2007 February; 5(1); 137-44), as established by DiscoveRx Corporation was used. The stimulation of these two cell lines with CXCL8 (10 nM) induces β-arrestin 2 recruitment, as indicated by a significant increase in the induction factor. All the CXCR2 antagonists were tested in a dose-dependent manner and the concentration corresponding to 50% inhibition of the response was determined (IC50=half inhibition concentration).",CXCR2,CHEMBL5731469,CHEMBL5725784
CHEMBL5764799,O=C(Nc1ccc(Cl)c(S(=O)(=O)[C@H]2CCCNC2)c1O)N[C@H]1CCCc2occc21,6.82,"Inhibition Assay: PathHunter CXCR2 β-arrestin cells (DiscoverX) were grown under normal conditions and seeded on a white-walled 384-microwell plate at 20 μL/well. Before testing, the cells were incubated at 37° C. for an appropriate time. The test compounds were serially diluted in DMSO at a three-fold dilution factor to obtain 8 serially diluted test compounds. Shortly before the test, the above serially diluted test compounds were further diluted with test buffer to 5 times the test concentration. 5 μL of the further diluted test compounds was added to the cells and then the cells were incubated at 37° C. for 30 minutes. The vehicle concentration was 1%. 5 μL of 6×EC80 agonist (CXCL8) buffer was added to the cells and then the cells were incubated at 37° C. for 90 minutes. 15 μL (50% v/v) of PathHunter detection reagent mixture was added in one portion, followed by one-hour incubation to generate the test signal. The microplates were read on a PerkinElmer Envision instrument for chemiluminescence signal. The biological activity of the test compounds was analyzed by CBIS data analysis suite (ChemInnovation, CA) and shown as IC50 values.",CXCR2,CHEMBL5737466,CHEMBL5728793
CHEMBL5986704,CC(C)S(=O)(=O)c1c(Cl)ccc(NC(=O)NC2CCCc3occc32)c1O,7.35,"Inhibition Assay: PathHunter CXCR2 β-arrestin cells (DiscoverX) were grown under normal conditions and seeded on a white-walled 384-microwell plate at 20 μL/well. Before testing, the cells were incubated at 37° C. for an appropriate time. The test compounds were serially diluted in DMSO at a three-fold dilution factor to obtain 8 serially diluted test compounds. Shortly before the test, the above serially diluted test compounds were further diluted with test buffer to 5 times the test concentration. 5 μL of the further diluted test compounds was added to the cells and then the cells were incubated at 37° C. for 30 minutes. The vehicle concentration was 1%. 5 μL of 6×EC80 agonist (CXCL8) buffer was added to the cells and then the cells were incubated at 37° C. for 90 minutes. 15 μL (50% v/v) of PathHunter detection reagent mixture was added in one portion, followed by one-hour incubation to generate the test signal. The microplates were read on a PerkinElmer Envision instrument for chemiluminescence signal. The biological activity of the test compounds was analyzed by CBIS data analysis suite (ChemInnovation, CA) and shown as IC50 values.",CXCR2,CHEMBL5737466,CHEMBL5728793
CHEMBL5988157,CC(C)S(=O)(=O)c1c(Cl)ccc(NC(=O)N[C@@H]2CCCc3ccoc32)c1O,7.77,"Inhibition Assay: PathHunter CXCR2 β-arrestin cells (DiscoverX) were grown under normal conditions and seeded on a white-walled 384-microwell plate at 20 μL/well. Before testing, the cells were incubated at 37° C. for an appropriate time. The test compounds were serially diluted in DMSO at a three-fold dilution factor to obtain 8 serially diluted test compounds. Shortly before the test, the above serially diluted test compounds were further diluted with test buffer to 5 times the test concentration. 5 μL of the further diluted test compounds was added to the cells and then the cells were incubated at 37° C. for 30 minutes. The vehicle concentration was 1%. 5 μL of 6×EC80 agonist (CXCL8) buffer was added to the cells and then the cells were incubated at 37° C. for 90 minutes. 15 μL (50% v/v) of PathHunter detection reagent mixture was added in one portion, followed by one-hour incubation to generate the test signal. The microplates were read on a PerkinElmer Envision instrument for chemiluminescence signal. The biological activity of the test compounds was analyzed by CBIS data analysis suite (ChemInnovation, CA) and shown as IC50 values.",CXCR2,CHEMBL5737466,CHEMBL5728793
CHEMBL5750154,CC(C)(C)OC(=O)N1CCC[C@H](S(=O)(=O)c2c(Cl)ccc(NC(=O)NC3CCCc4ccoc43)c2O)C1,7.37,"Inhibition Assay: PathHunter CXCR2 β-arrestin cells (DiscoverX) were grown under normal conditions and seeded on a white-walled 384-microwell plate at 20 μL/well. Before testing, the cells were incubated at 37° C. for an appropriate time. The test compounds were serially diluted in DMSO at a three-fold dilution factor to obtain 8 serially diluted test compounds. Shortly before the test, the above serially diluted test compounds were further diluted with test buffer to 5 times the test concentration. 5 μL of the further diluted test compounds was added to the cells and then the cells were incubated at 37° C. for 30 minutes. The vehicle concentration was 1%. 5 μL of 6×EC80 agonist (CXCL8) buffer was added to the cells and then the cells were incubated at 37° C. for 90 minutes. 15 μL (50% v/v) of PathHunter detection reagent mixture was added in one portion, followed by one-hour incubation to generate the test signal. The microplates were read on a PerkinElmer Envision instrument for chemiluminescence signal. The biological activity of the test compounds was analyzed by CBIS data analysis suite (ChemInnovation, CA) and shown as IC50 values.",CXCR2,CHEMBL5737466,CHEMBL5728793
CHEMBL6049444,CC(C)(C)S(=O)(=O)c1c(Cl)ccc(NC(=O)NC2CCCc3ccoc32)c1O,7.85,"Inhibition Assay: PathHunter CXCR2 β-arrestin cells (DiscoverX) were grown under normal conditions and seeded on a white-walled 384-microwell plate at 20 μL/well. Before testing, the cells were incubated at 37° C. for an appropriate time. The test compounds were serially diluted in DMSO at a three-fold dilution factor to obtain 8 serially diluted test compounds. Shortly before the test, the above serially diluted test compounds were further diluted with test buffer to 5 times the test concentration. 5 μL of the further diluted test compounds was added to the cells and then the cells were incubated at 37° C. for 30 minutes. The vehicle concentration was 1%. 5 μL of 6×EC80 agonist (CXCL8) buffer was added to the cells and then the cells were incubated at 37° C. for 90 minutes. 15 μL (50% v/v) of PathHunter detection reagent mixture was added in one portion, followed by one-hour incubation to generate the test signal. The microplates were read on a PerkinElmer Envision instrument for chemiluminescence signal. The biological activity of the test compounds was analyzed by CBIS data analysis suite (ChemInnovation, CA) and shown as IC50 values.",CXCR2,CHEMBL5737466,CHEMBL5728793
CHEMBL6037213,O=C(Nc1ccc(Cl)c(S(=O)(=O)C2CC2)c1O)N[C@H]1CCCc2ccoc21,7.66,"Inhibition Assay: PathHunter CXCR2 β-arrestin cells (DiscoverX) were grown under normal conditions and seeded on a white-walled 384-microwell plate at 20 μL/well. Before testing, the cells were incubated at 37° C. for an appropriate time. The test compounds were serially diluted in DMSO at a three-fold dilution factor to obtain 8 serially diluted test compounds. Shortly before the test, the above serially diluted test compounds were further diluted with test buffer to 5 times the test concentration. 5 μL of the further diluted test compounds was added to the cells and then the cells were incubated at 37° C. for 30 minutes. The vehicle concentration was 1%. 5 μL of 6×EC80 agonist (CXCL8) buffer was added to the cells and then the cells were incubated at 37° C. for 90 minutes. 15 μL (50% v/v) of PathHunter detection reagent mixture was added in one portion, followed by one-hour incubation to generate the test signal. The microplates were read on a PerkinElmer Envision instrument for chemiluminescence signal. The biological activity of the test compounds was analyzed by CBIS data analysis suite (ChemInnovation, CA) and shown as IC50 values.",CXCR2,CHEMBL5737466,CHEMBL5728793
CHEMBL5934229,CCS(=O)(=O)c1c(Cl)ccc(NC(=O)N[C@@H]2CCCc3ccoc32)c1O,7.38,"Inhibition Assay: PathHunter CXCR2 β-arrestin cells (DiscoverX) were grown under normal conditions and seeded on a white-walled 384-microwell plate at 20 μL/well. Before testing, the cells were incubated at 37° C. for an appropriate time. The test compounds were serially diluted in DMSO at a three-fold dilution factor to obtain 8 serially diluted test compounds. Shortly before the test, the above serially diluted test compounds were further diluted with test buffer to 5 times the test concentration. 5 μL of the further diluted test compounds was added to the cells and then the cells were incubated at 37° C. for 30 minutes. The vehicle concentration was 1%. 5 μL of 6×EC80 agonist (CXCL8) buffer was added to the cells and then the cells were incubated at 37° C. for 90 minutes. 15 μL (50% v/v) of PathHunter detection reagent mixture was added in one portion, followed by one-hour incubation to generate the test signal. The microplates were read on a PerkinElmer Envision instrument for chemiluminescence signal. The biological activity of the test compounds was analyzed by CBIS data analysis suite (ChemInnovation, CA) and shown as IC50 values.",CXCR2,CHEMBL5737466,CHEMBL5728793
CHEMBL5833887,CS(=O)(=O)c1c(Cl)ccc(NC(=O)N[C@@H]2CCCc3ccoc32)c1O,6.91,"Inhibition Assay: PathHunter CXCR2 β-arrestin cells (DiscoverX) were grown under normal conditions and seeded on a white-walled 384-microwell plate at 20 μL/well. Before testing, the cells were incubated at 37° C. for an appropriate time. The test compounds were serially diluted in DMSO at a three-fold dilution factor to obtain 8 serially diluted test compounds. Shortly before the test, the above serially diluted test compounds were further diluted with test buffer to 5 times the test concentration. 5 μL of the further diluted test compounds was added to the cells and then the cells were incubated at 37° C. for 30 minutes. The vehicle concentration was 1%. 5 μL of 6×EC80 agonist (CXCL8) buffer was added to the cells and then the cells were incubated at 37° C. for 90 minutes. 15 μL (50% v/v) of PathHunter detection reagent mixture was added in one portion, followed by one-hour incubation to generate the test signal. The microplates were read on a PerkinElmer Envision instrument for chemiluminescence signal. The biological activity of the test compounds was analyzed by CBIS data analysis suite (ChemInnovation, CA) and shown as IC50 values.",CXCR2,CHEMBL5737466,CHEMBL5728793
CHEMBL5783297,O=C(Nc1ccc(Cl)c(S(=O)(=O)C2CCC2)c1O)NC1CCCc2ccoc21,6.75,"Inhibition Assay: PathHunter CXCR2 β-arrestin cells (DiscoverX) were grown under normal conditions and seeded on a white-walled 384-microwell plate at 20 μL/well. Before testing, the cells were incubated at 37° C. for an appropriate time. The test compounds were serially diluted in DMSO at a three-fold dilution factor to obtain 8 serially diluted test compounds. Shortly before the test, the above serially diluted test compounds were further diluted with test buffer to 5 times the test concentration. 5 μL of the further diluted test compounds was added to the cells and then the cells were incubated at 37° C. for 30 minutes. The vehicle concentration was 1%. 5 μL of 6×EC80 agonist (CXCL8) buffer was added to the cells and then the cells were incubated at 37° C. for 90 minutes. 15 μL (50% v/v) of PathHunter detection reagent mixture was added in one portion, followed by one-hour incubation to generate the test signal. The microplates were read on a PerkinElmer Envision instrument for chemiluminescence signal. The biological activity of the test compounds was analyzed by CBIS data analysis suite (ChemInnovation, CA) and shown as IC50 values.",CXCR2,CHEMBL5737466,CHEMBL5728793
