molecule_chembl_id,canonical_smiles,pchembl_value,assay_description,Receptor,assay_chembl_id,document_chembl_id
CHEMBL25573,N#Cc1ccc(NC(=O)Nc2ccccc2)c(O)c1,4.68,Inhibition of binding of IL-8 to membranes of cloned CXC chemokine receptor 1 expressed in CHO Cells using [125I]IL-8 radioligand,CXCR1,CHEMBL656546,CHEMBL1149089
CHEMBL27863,N#Cc1ccc(NC(=O)Nc2ccccc2Br)c(O)c1,4.82,Inhibition of binding of IL-8 to membranes of cloned CXC chemokine receptor 1 expressed in CHO Cells using [125I]IL-8 radioligand,CXCR1,CHEMBL656546,CHEMBL1149089
CHEMBL283736,O=C(Nc1ccccc1)Nc1cccc([N+](=O)[O-])c1O,4.48,Inhibition of binding of IL-8 to membranes of cloned CXC chemokine receptor 1 expressed in CHO Cells using [125I]IL-8 radioligand,CXCR1,CHEMBL656546,CHEMBL1149089
CHEMBL280711,O=C(Nc1ccccc1)Nc1ccc([N+](=O)[O-])cc1O,4.74,Inhibition of binding of IL-8 to membranes of cloned CXC chemokine receptor 1 expressed in CHO Cells using [125I]IL-8 radioligand,CXCR1,CHEMBL656546,CHEMBL1149089
CHEMBL27446,N#Cc1ccc(NC(=O)Nc2ccccc2Br)c(O)c1Cl,5.38,Inhibition of binding of IL-8 to membranes of cloned CXC chemokine receptor 1 expressed in CHO Cells using [125I]IL-8 radioligand,CXCR1,CHEMBL656546,CHEMBL1149089
CHEMBL28009,N#Cc1ccc(NC(=O)Nc2ccccc2Br)c(O)c1Br,5.58,Inhibition of binding of IL-8 to membranes of cloned CXC chemokine receptor 1 expressed in CHO Cells using [125I]IL-8 radioligand,CXCR1,CHEMBL656546,CHEMBL1149089
CHEMBL24912,O=C(Nc1ccccc1)Nc1cc([N+](=O)[O-])ccc1O,4.33,Inhibition of binding of IL-8 to membranes of cloned CXC chemokine receptor 1 expressed in CHO Cells using [125I]IL-8 radioligand,CXCR1,CHEMBL656546,CHEMBL1149089
CHEMBL26830,N#Cc1c(Cl)ccc(NC(=O)Nc2ccccc2Br)c1O,4.96,Inhibition of binding of IL-8 to membranes of cloned CXC chemokine receptor 1 expressed in CHO Cells using [125I]IL-8 radioligand,CXCR1,CHEMBL656546,CHEMBL1149089
CHEMBL184637,O=C(Nc1ccc(O)cc1O)Nc1ccccc1Br,7.66,Inhibitory concentration against interleukin-8 receptor of human neutrophils by using [125I]IL-8 (0.125 nM) as radioligand,CXCR1,CHEMBL828738,CHEMBL1137025
CHEMBL425882,CN(C)COc1ccc(-c2cc(-c3ccccc3)on2)cc1,4.97,Inhibitory concentration against interleukin-8 receptor of human neutrophils by using [125I]IL-8 (0.125 nM) as radioligand,CXCR1,CHEMBL828738,CHEMBL1137025
CHEMBL183061,CN(C)COc1ccc(-c2cc(-c3ccc(Cl)cc3)on2)cc1,5.57,Inhibitory concentration against interleukin-8 receptor of human neutrophils by using [125I]IL-8 (0.125 nM) as radioligand,CXCR1,CHEMBL828738,CHEMBL1137025
CHEMBL182361,CN(C)COc1ccc(-c2cc(-c3ccc(F)cc3)on2)cc1,5.51,Inhibitory concentration against interleukin-8 receptor of human neutrophils by using [125I]IL-8 (0.125 nM) as radioligand,CXCR1,CHEMBL828738,CHEMBL1137025
CHEMBL182361,CN(C)COc1ccc(-c2cc(-c3ccc(F)cc3)on2)cc1,5.4,Inhibition of interleukin-8 induced elastase release from human neutrophils,CXCR1,CHEMBL833463,CHEMBL1137025
CHEMBL184401,CN(C)COc1ccc(-c2cc(-c3ccc([N+](=O)[O-])cc3)on2)cc1,4.92,Inhibitory concentration against interleukin-8 receptor of human neutrophils by using [125I]IL-8 (0.125 nM) as radioligand,CXCR1,CHEMBL828738,CHEMBL1137025
CHEMBL184583,CN(C)COc1cccc(-c2cc(-c3ccc(Cl)cc3)on2)c1,5.09,Inhibitory concentration against interleukin-8 receptor of human neutrophils by using [125I]IL-8 (0.125 nM) as radioligand,CXCR1,CHEMBL828738,CHEMBL1137025
CHEMBL413959,CN(C)COc1ccccc1-c1cc(-c2ccc(Cl)cc2)on1,5.36,Inhibitory concentration against interleukin-8 receptor of human neutrophils by using [125I]IL-8 (0.125 nM) as radioligand,CXCR1,CHEMBL828738,CHEMBL1137025
CHEMBL184319,c1ccc(-c2cc(-c3ccc(OCN4CCCCC4)cc3)no2)cc1,5.27,Inhibitory concentration against interleukin-8 receptor of human neutrophils by using [125I]IL-8 (0.125 nM) as radioligand,CXCR1,CHEMBL828738,CHEMBL1137025
CHEMBL185268,CN1CCN(COc2ccc(-c3cc(-c4ccccc4)on3)cc2)CC1,5.21,Inhibitory concentration against interleukin-8 receptor of human neutrophils by using [125I]IL-8 (0.125 nM) as radioligand,CXCR1,CHEMBL828738,CHEMBL1137025
CHEMBL185176,CN1CCC(COc2ccc(-c3cc(-c4ccccc4)on3)cc2)CC1,5.12,Inhibitory concentration against interleukin-8 receptor of human neutrophils by using [125I]IL-8 (0.125 nM) as radioligand,CXCR1,CHEMBL828738,CHEMBL1137025
CHEMBL184318,CN1CCN(COc2ccc(-c3cc(-c4ccc(Cl)cc4)on3)cc2)CC1,5.8,Inhibitory concentration against interleukin-8 receptor of human neutrophils by using [125I]IL-8 (0.125 nM) as radioligand,CXCR1,CHEMBL828738,CHEMBL1137025
CHEMBL185476,CN1CCN(CCOc2ccc(-c3cc(-c4ccc(Cl)cc4)on3)cc2)CC1,5.05,Inhibitory concentration against interleukin-8 receptor of human neutrophils by using [125I]IL-8 (0.125 nM) as radioligand,CXCR1,CHEMBL828738,CHEMBL1137025
CHEMBL183537,CN1CCN(COc2ccc(-c3cc(-c4ccccn4)on3)cc2)CC1,4.94,Inhibitory concentration against interleukin-8 receptor of human neutrophils by using [125I]IL-8 (0.125 nM) as radioligand,CXCR1,CHEMBL828738,CHEMBL1137025
CHEMBL183819,CN(C)CCCOc1ccc(-c2cc(-c3ccccc3)no2)cc1,5.17,Inhibitory concentration against interleukin-8 receptor of human neutrophils by using [125I]IL-8 (0.125 nM) as radioligand,CXCR1,CHEMBL828738,CHEMBL1137025
CHEMBL185610,CN1CCN(CCCOc2ccc(-c3cc(-c4ccccc4)no3)cc2)CC1,5.52,Inhibitory concentration against interleukin-8 receptor of human neutrophils by using [125I]IL-8 (0.125 nM) as radioligand,CXCR1,CHEMBL828738,CHEMBL1137025
CHEMBL361312,CN(C)CCCOc1ccc(-c2cc(-c3ccc(Cl)cc3)no2)cc1,5.41,Inhibitory concentration against interleukin-8 receptor of human neutrophils by using [125I]IL-8 (0.125 nM) as radioligand,CXCR1,CHEMBL828738,CHEMBL1137025
CHEMBL365008,CN1CCN(CCCOc2ccc(-c3cc(-c4ccc(Cl)cc4)no3)cc2)CC1,5.68,Inhibitory concentration against interleukin-8 receptor of human neutrophils by using [125I]IL-8 (0.125 nM) as radioligand,CXCR1,CHEMBL828738,CHEMBL1137025
CHEMBL365008,CN1CCN(CCCOc2ccc(-c3cc(-c4ccc(Cl)cc4)no3)cc2)CC1,5.44,Inhibition of interleukin-8 induced elastase release from human neutrophils,CXCR1,CHEMBL833463,CHEMBL1137025
CHEMBL364397,CN1CCN(CCCOc2ccc(-c3cc(-c4cccc(Cl)c4)no3)cc2)CC1,5.02,Inhibitory concentration against interleukin-8 receptor of human neutrophils by using [125I]IL-8 (0.125 nM) as radioligand,CXCR1,CHEMBL828738,CHEMBL1137025
CHEMBL183425,CN1CCN(CCCOc2ccc(-c3cc(-c4ccc(F)cc4)no3)cc2)CC1,5.7,Inhibitory concentration against interleukin-8 receptor of human neutrophils by using [125I]IL-8 (0.125 nM) as radioligand,CXCR1,CHEMBL828738,CHEMBL1137025
CHEMBL183425,CN1CCN(CCCOc2ccc(-c3cc(-c4ccc(F)cc4)no3)cc2)CC1,5.42,Inhibition of interleukin-8 induced elastase release from human neutrophils,CXCR1,CHEMBL833463,CHEMBL1137025
CHEMBL183561,CN1CCN(CCCOc2ccc(-c3cc(-c4ccc(Oc5ccccc5)cc4)no3)cc2)CC1,4.64,Inhibitory concentration against interleukin-8 receptor of human neutrophils by using [125I]IL-8 (0.125 nM) as radioligand,CXCR1,CHEMBL828738,CHEMBL1137025
CHEMBL363746,CN1CCN(CCCOc2ccc(-c3cc(-c4cccc(C(F)(F)F)c4)no3)cc2)CC1,5.22,Inhibitory concentration against interleukin-8 receptor of human neutrophils by using [125I]IL-8 (0.125 nM) as radioligand,CXCR1,CHEMBL828738,CHEMBL1137025
CHEMBL184882,CN1CCN(CCCOc2ccc(-c3nc(-c4ccc(F)cc4)no3)cc2)CC1,4.98,Inhibitory concentration against interleukin-8 receptor of human neutrophils by using [125I]IL-8 (0.125 nM) as radioligand,CXCR1,CHEMBL828738,CHEMBL1137025
CHEMBL365671,CN1CCN(CCCOc2ccc(-c3nc(-c4ccc(Cl)cc4)no3)cc2)CC1,5.6,Inhibitory concentration against interleukin-8 receptor of human neutrophils by using [125I]IL-8 (0.125 nM) as radioligand,CXCR1,CHEMBL828738,CHEMBL1137025
CHEMBL365671,CN1CCN(CCCOc2ccc(-c3nc(-c4ccc(Cl)cc4)no3)cc2)CC1,5.35,Inhibition of interleukin-8 induced elastase release from human neutrophils,CXCR1,CHEMBL833463,CHEMBL1137025
CHEMBL185259,O=C(Nc1ccccc1Br)Nc1ccc(Cl)c(Cl)c1O,4.87,Concentration required to inhibit [125I]-IL-8 binding towards C-X-C chemokine receptor type 1 of human expressed in CHO cells,CXCR1,CHEMBL828743,CHEMBL1137097
CHEMBL184185,NC(=O)c1c(Cl)ccc(NC(=O)Nc2ccccc2Br)c1O,5.22,Concentration required to inhibit [125I]-IL-8 binding towards C-X-C chemokine receptor type 1 of human expressed in CHO cells,CXCR1,CHEMBL828743,CHEMBL1137097
CHEMBL535818,Cl.NCc1c(Cl)ccc(NC(=O)Nc2ccccc2Br)c1O,4.52,Concentration required to inhibit [125I]-IL-8 binding towards C-X-C chemokine receptor type 1 of human expressed in CHO cells,CXCR1,CHEMBL828743,CHEMBL1137097
CHEMBL359670,NS(=O)(=O)c1c(Cl)ccc(NC(=O)Nc2ccccc2Br)c1O,5.87,Concentration required to inhibit [125I]-IL-8 binding towards C-X-C chemokine receptor type 1 of human expressed in CHO cells,CXCR1,CHEMBL828743,CHEMBL1137097
CHEMBL183222,CN(C)S(=O)(=O)c1c(Cl)ccc(NC(=O)Nc2ccccc2Br)c1O,5.37,Concentration required to inhibit [125I]-IL-8 binding towards C-X-C chemokine receptor type 1 of human expressed in CHO cells,CXCR1,CHEMBL828743,CHEMBL1137097
CHEMBL363840,Cn1nnnc1-c1cccc(NC(=O)N[C@@H]2CCCC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)c1,5.0,Inhibition of C-X-C chemokine receptor type 1,CXCR1,CHEMBL828097,CHEMBL1143552
CHEMBL195433,CC(=O)c1sc(NC(=O)N[C@@H]2CCCC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,5.0,Inhibition of C-X-C chemokine receptor type 1,CXCR1,CHEMBL828097,CHEMBL1143552
CHEMBL218964,CCC(CC)Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O,6.04,Displacement of [125I]hCXCL8 from human CXCR1 receptor expressed in BaF3 cells,CXCR1,CHEMBL912816,CHEMBL1138214
CHEMBL376414,Cc1ccc([C@H](Nc2c(Nc3cccc(C(=O)N(C)C)c3O)c(=O)c2=O)C(C)(C)C)o1,7.96,Displacement of [125I]hCXCL8 from human CXCR1 receptor expressed in BaF3 cells,CXCR1,CHEMBL912816,CHEMBL1138214
CHEMBL384889,Cc1ccc([C@H](Nc2c(Nc3cccc(C(=O)N(C)C)c3O)c(=O)c2=O)C(C)C)o1,7.47,Displacement of [125I]hCXCL8 from human CXCR1 receptor expressed in BaF3 cells,CXCR1,CHEMBL912816,CHEMBL1138214
CHEMBL216603,Cc1ccc([C@H](Nc2c(Nc3cccc(C(=O)N(C)C)c3O)c(=O)c2=O)C2CC2)o1,7.26,Displacement of [125I]hCXCL8 from human CXCR1 receptor expressed in BaF3 cells,CXCR1,CHEMBL912816,CHEMBL1138214
CHEMBL216602,Cc1ccc([C@@H](C)Nc2c(Nc3cccc(C(=O)N(C)C)c3O)c(=O)c2=O)o1,6.11,Displacement of [125I]hCXCL8 from human CXCR1 receptor expressed in BaF3 cells,CXCR1,CHEMBL912816,CHEMBL1138214
CHEMBL216981,CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccc(C)o1,7.44,Displacement of [125I]hCXCL8 from human CXCR1 receptor expressed in BaF3 cells,CXCR1,CHEMBL912816,CHEMBL1138214
CHEMBL415446,CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccc(C)s1,6.63,Displacement of [125I]hCXCL8 from human CXCR1 receptor expressed in BaF3 cells,CXCR1,CHEMBL912816,CHEMBL1138214
CHEMBL218115,CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccco1,7.58,Displacement of [125I]hCXCL8 from human CXCR1 receptor expressed in BaF3 cells,CXCR1,CHEMBL912816,CHEMBL1138214
CHEMBL385715,CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1cccs1,7.09,Displacement of [125I]hCXCL8 from human CXCR1 receptor expressed in BaF3 cells,CXCR1,CHEMBL912816,CHEMBL1138214
CHEMBL220182,CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccc2c(c1)OCO2,6.84,Displacement of [125I]hCXCL8 from human CXCR1 receptor expressed in BaF3 cells,CXCR1,CHEMBL912816,CHEMBL1138214
CHEMBL401512,CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1cccc(F)c1,6.71,Displacement of [125I]hCXCL8 from human CXCR1 receptor expressed in BaF3 cells,CXCR1,CHEMBL912816,CHEMBL1138214
CHEMBL254370,CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccccc1,6.59,Displacement of [125I]hCXCL8 from human CXCR1 receptor expressed in BaF3 cells,CXCR1,CHEMBL912816,CHEMBL1138214
CHEMBL1162935,C[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccccc1,5.51,Displacement of [125I]hCXCL8 from human CXCR1 receptor expressed in BaF3 cells,CXCR1,CHEMBL912816,CHEMBL1138214
CHEMBL220860,Cc1ccccc1N/C(=N\C#N)Nc1ccc(Cl)c(S(=O)(=O)N(C)C)c1O,6.42,Displacement of [125I]IL8 from CXCR1 expressed in CHO cells,CXCR1,CHEMBL908414,CHEMBL1139694
CHEMBL218744,CCC(CC)(NS(=O)(=O)c1cccc(N/C(=N/C#N)Nc2ccccc2Br)c1O)N1CCOCC1,6.24,Displacement of [125I]IL8 from CXCR1 expressed in CHO cells,CXCR1,CHEMBL908414,CHEMBL1139694
CHEMBL218665,CN(C)S(=O)(=O)c1c(C(F)(F)F)ccc(N/C(=N/C#N)Nc2ccccc2Br)c1O,7.0,Displacement of [125I]IL8 from CXCR1 expressed in CHO cells,CXCR1,CHEMBL908414,CHEMBL1139694
CHEMBL375393,CN(C)S(=O)(=O)c1c(F)ccc(N/C(=N/C#N)Nc2ccccc2Br)c1O,6.72,Displacement of [125I]IL8 from CXCR1 expressed in CHO cells,CXCR1,CHEMBL908414,CHEMBL1139694
CHEMBL221481,CCC(CC)(NS(=O)(=O)c1c(C)ccc(N/C(=N/C#N)Nc2ccccc2Br)c1O)N1CCOCC1,6.98,Displacement of [125I]IL8 from CXCR1 expressed in CHO cells,CXCR1,CHEMBL908414,CHEMBL1139694
CHEMBL376540,Cc1ccc(N/C(=N/C#N)Nc2ccccc2Br)c(O)c1S(=O)(=O)N(C)C,6.73,Displacement of [125I]IL8 from CXCR1 expressed in CHO cells,CXCR1,CHEMBL908414,CHEMBL1139694
CHEMBL373522,CCC(CC)(NS(=O)(=O)c1c(Cl)ccc(N/C(=N/C#N)Nc2ccccc2C)c1O)N1C[C@@H](C)O[C@@H](C)C1,5.97,Displacement of [125I]IL8 from CXCR1 expressed in CHO cells,CXCR1,CHEMBL908414,CHEMBL1139694
CHEMBL218486,CCC(CC)(NS(=O)(=O)c1c(Cl)ccc(N/C(=N/C#N)Nc2ccccc2Br)c1O)N1C[C@@H](C)O[C@@H](C)C1,6.67,Displacement of [125I]IL8 from CXCR1 expressed in CHO cells,CXCR1,CHEMBL908414,CHEMBL1139694
CHEMBL386072,CCC(CC)(NS(=O)(=O)c1c(Cl)ccc(N/C(=N/C#N)Nc2ccccc2Br)c1O)N1CCC(N)CC1,6.73,Displacement of [125I]IL8 from CXCR1 expressed in CHO cells,CXCR1,CHEMBL908414,CHEMBL1139694
CHEMBL387136,CCC(CC)(NS(=O)(=O)c1c(Cl)ccc(N/C(=N/C#N)Nc2ccccc2Br)c1O)N1CCC[C@@H]1C(=O)O,7.66,Displacement of [125I]IL8 from CXCR1 expressed in CHO cells,CXCR1,CHEMBL908414,CHEMBL1139694
CHEMBL221039,CN(C)S(=O)(=O)c1c(Cl)ccc(N/C(=N/C#N)Nc2cccc(Cl)c2F)c1O,5.21,Displacement of [125I]IL8 from CXCR1 expressed in CHO cells,CXCR1,CHEMBL908414,CHEMBL1139694
CHEMBL222075,CN(C)S(=O)(=O)c1c(Cl)ccc(N/C(=N/C#N)Nc2ccccc2C(F)(F)F)c1O,6.39,Displacement of [125I]IL8 from CXCR1 expressed in CHO cells,CXCR1,CHEMBL908414,CHEMBL1139694
CHEMBL218334,CC(C)c1ccccc1N/C(=N\C#N)Nc1ccc(Cl)c(S(=O)(=O)N(C)C)c1O,5.14,Displacement of [125I]IL8 from CXCR1 expressed in CHO cells,CXCR1,CHEMBL908414,CHEMBL1139694
CHEMBL386505,CCc1ccccc1N/C(=N\C#N)Nc1ccc(Cl)c(S(=O)(=O)N(C)C)c1O,6.29,Displacement of [125I]IL8 from CXCR1 expressed in CHO cells,CXCR1,CHEMBL908414,CHEMBL1139694
CHEMBL425985,CN(C)S(=O)(=O)c1c(Cl)ccc(N/C(=N/C#N)Nc2ccccc2-c2ccccc2)c1O,6.12,Displacement of [125I]IL8 from CXCR1 expressed in CHO cells,CXCR1,CHEMBL908414,CHEMBL1139694
CHEMBL376621,CN(C)S(=O)(=O)c1c(Cl)ccc(N/C(=N/C#N)Nc2ccccc2OCc2ccccc2)c1O,6.53,Displacement of [125I]IL8 from CXCR1 expressed in CHO cells,CXCR1,CHEMBL908414,CHEMBL1139694
CHEMBL218387,CN(C)S(=O)(=O)c1c(Cl)ccc(N/C(=N/C#N)Nc2ccccc2Br)c1O,7.26,Displacement of [125I]IL8 from CXCR1 expressed in CHO cells,CXCR1,CHEMBL908414,CHEMBL1139694
CHEMBL220797,CN(C)S(=O)(=O)c1c(Cl)ccc(N/C(=N/C#N)Nc2ccccc2F)c1O,5.81,Displacement of [125I]IL8 from CXCR1 expressed in CHO cells,CXCR1,CHEMBL908414,CHEMBL1139694
CHEMBL393253,O=S1(=O)N=C(Nc2cccc(F)c2Cl)Nc2c(O)cc(Cl)cc21,4.89,Displacement of human recombinant [125I]IL8 from CXCR1 receptor expressed in CHO cells,CXCR1,CHEMBL896518,CHEMBL1149534
CHEMBL231924,O=[N+]([O-])c1cc(O)c2c(c1)S(=O)(=O)N=C(Nc1ccccc1Cl)N2,4.92,Displacement of human recombinant [125I]IL8 from CXCR1 receptor expressed in CHO cells,CXCR1,CHEMBL896518,CHEMBL1149534
CHEMBL399203,O=[N+]([O-])c1cc(O)c2c(c1)S(=O)(=O)N=C(Nc1ccccc1Oc1ccccc1)N2,5.12,Displacement of human recombinant [125I]IL8 from CXCR1 receptor expressed in CHO cells,CXCR1,CHEMBL896518,CHEMBL1149534
CHEMBL443583,O=[N+]([O-])c1cc(O)c2c(c1)S(=O)(=O)N=C(Nc1ccccc1Br)N2,5.5,Displacement of human recombinant [125I]IL8 from CXCR1 receptor expressed in CHO cells,CXCR1,CHEMBL896518,CHEMBL1149534
CHEMBL233346,O=S1(=O)N=C(Nc2ccccc2Oc2ccccc2)Nc2c(O)cc(Cl)cc21,4.7,Displacement of human recombinant [125I]IL8 from CXCR1 receptor expressed in CHO cells,CXCR1,CHEMBL896518,CHEMBL1149534
CHEMBL393047,O=S1(=O)N=C(Nc2ccccc2Br)Nc2c(O)cc(Cl)cc21,4.89,Displacement of human recombinant [125I]IL8 from CXCR1 receptor expressed in CHO cells,CXCR1,CHEMBL896518,CHEMBL1149534
CHEMBL234186,O=S1(=O)N=C(Nc2ccccc2Cl)Nc2c(O)cc(Cl)cc21,4.62,Displacement of human recombinant [125I]IL8 from CXCR1 receptor expressed in CHO cells,CXCR1,CHEMBL896518,CHEMBL1149534
CHEMBL246108,CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1cc(C(C)C)co1,8.14,Displacement of [125I]IL8 from human CXCR1 expressed in CHO cells by SPA,CXCR1,CHEMBL886376,CHEMBL1139955
CHEMBL251811,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1cc2ccccc2o1,6.38,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL252851,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccco1,7.17,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL253707,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1occc1Br,5.99,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL253706,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1cc(-c2c(C)noc2C)co1,6.46,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL253705,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1cc(-c2ccsc2)co1,6.66,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL401938,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1cc(-c2ccncc2)co1,6.28,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL253499,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1cc(-c2ccccc2)co1,6.82,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL253498,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1cc(Br)co1,7.03,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL253497,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1cc(Cl)co1,7.0,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL251890,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccc(-c2cccc(C(F)(F)F)c2)o1,5.46,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL254516,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccc(-c2cccc(Cl)c2)o1,5.47,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL402952,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccc(-c2ccccc2Cl)o1,5.31,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL427888,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccc(CO)o1,6.74,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL253052,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccc(C(F)F)o1,6.25,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL404250,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccc(C(F)(F)F)o1,5.22,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL253051,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccc(Cl)o1,6.56,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL253050,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccc(Br)o1,6.33,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL252852,CCc1ccc(C(CC)Nc2c(Nc3cccc(C(=O)N(C)C)c3O)c(=O)c2=O)o1,6.07,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL404249,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccc(C)o1,7.0,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL253506,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccncc1,5.54,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL253504,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1sccc1Cl,5.86,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL404060,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccc(Cl)s1,5.96,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL404059,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1cccs1,6.75,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL252898,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccsc1,6.78,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL252897,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccoc1,6.09,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL252896,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1nc(C)no1,6.54,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL401894,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1cc(C)on1,6.65,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL252698,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccno1,6.52,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL401893,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1nccs1,6.15,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL252697,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1cocn1,6.09,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL430116,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ncco1,6.1,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
CHEMBL269707,CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccccn1,6.83,Inhibition of CXCR1,CXCR1,CHEMBL927215,CHEMBL1141493
